circuit,pixel,scan,x_intercept
t9t10,1018,avg1,0.895951941448914
t9t10,1018,avg1,0.257499999999965
t9t10,1018,avg2,0.68244735804825
t9t10,1018,avg2,0.0243636363636313
t9t10,1018,avg3,1.04808385069364
t9t10,1018,avg3,0.389928949686919
t9t10,1018,avg4,0.678562448793201
t9t10,1018,avg5,0.944381012316825
t9t10,1018,avg5,0.298398000704879
t9t10,1019,avg1,0.508694275220478
t9t10,1019,avg2,0.662367207113647
t9t10,1019,avg2,0.0433101418250317
t9t10,1019,avg3,1.04263285472243
t9t10,1019,avg3,0.44122208018041
t9t10,1019,avg4,0.841419063701778
t9t10,1019,avg4,0.21113015543628
t9t10,1019,avg5,1.11918820881263
t9t10,1019,avg5,0.518540352464356
t9t10,101,avg1,1.11214417565338
t9t10,101,avg1,0.45951673994557
t9t10,101,avg2,0.813473638825627
t9t10,101,avg2,0.163793103448285
t9t10,101,avg3,0.649574219719483
t9t10,101,avg3,0.0332631200736841
t9t10,101,avg4,0.580983346243244
t9t10,101,avg5,0.634970384554663
t9t10,1020,avg1,0.4969781583643
t9t10,1020,avg2,0.636732001147351
t9t10,1020,avg3,0.845259270496541
t9t10,1020,avg3,0.231302580846858
t9t10,1020,avg4,0.842636198019818
t9t10,1020,avg4,0.22535939188765
t9t10,1020,avg5,0.695684409497744
t9t10,1020,avg5,0.0660333922115228
t9t10,1021,avg1,1.036261295793
t9t10,1021,avg1,0.402197504446178
t9t10,1021,avg2,1.04492942703624
t9t10,1021,avg2,0.412831993044989
t9t10,1021,avg3,0.564712668276144
t9t10,1021,avg4,1.04638024058406
t9t10,1021,avg4,0.442275157717205
t9t10,1021,avg5,0.724986992261847
t9t10,1021,avg5,0.0379919678714771
t9t10,1022,avg1,1.01879589723157
t9t10,1022,avg1,0.376795382550313
t9t10,1022,avg2,0.594544352884157
t9t10,1022,avg3,0.89199801090129
t9t10,1022,avg3,0.226609312521305
t9t10,1022,avg4,0.843987493987498
t9t10,1022,avg4,0.189964992930015
t9t10,1022,avg5,0.546624671440242
t9t10,1023,avg1,0.909576098059262
t9t10,1023,avg1,0.333470181617457
t9t10,1023,avg2,0.527113955586088
t9t10,1023,avg3,0.527013606396395
t9t10,1023,avg4,0.931351333542011
t9t10,1023,avg4,0.28892566616949
t9t10,1023,avg5,0.930148025870693
t9t10,1023,avg5,0.294000000000011
t9t10,1024,avg1,0.668421717171725
t9t10,1024,avg1,0.036455487905215
t9t10,1024,avg2,1.0571032312599
t9t10,1024,avg2,0.44651859072556
t9t10,1024,avg3,0.991388291152418
t9t10,1024,avg3,0.348101233007668
t9t10,1024,avg4,0.836831683168327
t9t10,1024,avg4,0.19840527851494
t9t10,1024,avg5,0.495953655871915
t9t10,1025,avg1,0.920843447351302
t9t10,1025,avg1,0.293417154894343
t9t10,1025,avg2,0.965288701649484
t9t10,1025,avg2,0.360747256762693
t9t10,1025,avg3,0.784533247097215
t9t10,1025,avg3,0.0932681951069583
t9t10,1025,avg4,0.696501109054708
t9t10,1025,avg4,0.0558278469922868
t9t10,1025,avg5,0.706871841036758
t9t10,1025,avg5,0.0826108175592708
t9t10,1026,avg1,0.82056205878385
t9t10,1026,avg1,0.160792609221232
t9t10,1026,avg2,1.10802299584799
t9t10,1026,avg2,0.499785942298189
t9t10,1026,avg3,0.57836057487313
t9t10,1026,avg4,0.95815596896864
t9t10,1026,avg4,0.338096775989754
t9t10,1026,avg5,0.896816580954493
t9t10,1026,avg5,0.292022122014828
t9t10,1027,avg1,0.737674698593736
t9t10,1027,avg1,0.0568085106382625
t9t10,1027,avg2,0.959616864132926
t9t10,1027,avg2,0.337675047767192
t9t10,1027,avg3,0.713851072987751
t9t10,1027,avg3,0.0795665400694645
t9t10,1027,avg4,0.496607793030137
t9t10,1027,avg5,1.11522864340787
t9t10,1027,avg5,0.491540309910363
t9t10,1028,avg1,0.691578947368441
t9t10,1028,avg1,0.048714851179767
t9t10,1028,avg2,0.851955684196128
t9t10,1028,avg2,0.209573683857826
t9t10,1028,avg3,0.725501693195127
t9t10,1028,avg3,0.116307052509427
t9t10,1028,avg4,0.802300755187304
t9t10,1028,avg4,0.199235213499691
t9t10,1028,avg5,0.66247038284078
t9t10,1028,avg5,0.10478503241859
t9t10,1029,avg1,0.718851242956703
t9t10,1029,avg1,0.102542200528774
t9t10,1029,avg2,0.871017358172082
t9t10,1029,avg2,0.232305183309535
t9t10,1029,avg3,0.614846707742601
t9t10,1029,avg4,0.581757879467233
t9t10,1029,avg5,1.01796340234006
t9t10,1029,avg5,0.405064149477994
t9t10,102,avg1,1.04442449598716
t9t10,102,avg1,0.395121622022515
t9t10,102,avg2,0.714128469096153
t9t10,102,avg2,0.044063251792835
t9t10,102,avg3,0.79711494076011
t9t10,102,avg3,0.153710162134104
t9t10,102,avg4,0.749785094128782
t9t10,102,avg4,0.135411354743695
t9t10,102,avg5,0.846109403571546
t9t10,102,avg5,0.212237056253741
t9t10,1030,avg1,1.08075635072873
t9t10,1030,avg1,0.455793638391299
t9t10,1030,avg2,0.647265584022591
t9t10,1030,avg3,0.87602629850619
t9t10,1030,avg3,0.23758033294618
t9t10,1030,avg4,0.798590597876995
t9t10,1030,avg4,0.178384788719313
t9t10,1030,avg5,0.517920000000004
t9t10,1031,avg1,0.690280373831769
t9t10,1031,avg1,0.0204825853556656
t9t10,1031,avg2,0.757492694622727
t9t10,1031,avg2,0.145311327831934
t9t10,1031,avg3,0.57365953738335
t9t10,1031,avg4,0.99886424296119
t9t10,1031,avg4,0.394079547203745
t9t10,1031,avg5,0.942564090875948
t9t10,1031,avg5,0.317584920241984
t9t10,1032,avg1,1.07059269897334
t9t10,1032,avg1,0.441807893261995
t9t10,1032,avg2,0.495036427184488
t9t10,1032,avg3,0.840800010516801
t9t10,1032,avg3,0.195652186992362
t9t10,1032,avg4,0.848854694463853
t9t10,1032,avg4,0.235484987583732
t9t10,1032,avg5,0.591660191918209
t9t10,1033,avg1,1.07136462882096
t9t10,1033,avg1,0.414004676352448
t9t10,1033,avg2,0.685542085747954
t9t10,1033,avg2,0.042102284457286
t9t10,1033,avg3,0.829050455501061
t9t10,1033,avg3,0.193568752007394
t9t10,1033,avg4,0.994928697486671
t9t10,1033,avg4,0.344018709476757
t9t10,1033,avg5,0.745158017379509
t9t10,1033,avg5,0.097839694976301
t9t10,1034,avg1,1.04304519062893
t9t10,1034,avg1,0.418441420385477
t9t10,1034,avg2,0.729525395678223
t9t10,1034,avg2,0.0580608955505113
t9t10,1034,avg3,0.69229329666851
t9t10,1034,avg3,0.0750693229919079
t9t10,1034,avg4,0.79863183937033
t9t10,1034,avg4,0.186779126766339
t9t10,1034,avg5,0.795803256672826
t9t10,1034,avg5,0.126269798941792
t9t10,1035,avg1,0.933038521249756
t9t10,1035,avg1,0.286193881678116
t9t10,1035,avg2,0.74133472144365
t9t10,1035,avg2,0.119396412467864
t9t10,1035,avg3,0.844596630560574
t9t10,1035,avg3,0.19224338882529
t9t10,1035,avg4,0.90384153296327
t9t10,1035,avg4,0.27491574365385
t9t10,1035,avg5,0.883451031238707
t9t10,1035,avg5,0.229498134374438
t9t10,1036,avg1,0.769160842290574
t9t10,1036,avg1,0.14100550008547
t9t10,1036,avg2,0.584655550211096
t9t10,1036,avg3,0.877715513583183
t9t10,1036,avg3,0.234430639133024
t9t10,1036,avg4,0.634764805336175
t9t10,1036,avg5,0.615835034133283
t9t10,1037,avg1,0.593885371090039
t9t10,1037,avg2,0.825739869130985
t9t10,1037,avg2,0.185023587031651
t9t10,1037,avg3,0.869844960146366
t9t10,1037,avg3,0.234462311327263
t9t10,1037,avg4,0.558377553615315
t9t10,1037,avg5,0.946256983240261
t9t10,1037,avg5,0.263505289649601
t9t10,1038,avg1,0.788082399301999
t9t10,1038,avg1,0.160594444658472
t9t10,1038,avg2,0.61016651370133
t9t10,1038,avg3,0.537520976502407
t9t10,1038,avg4,0.501514555771223
t9t10,1038,avg5,0.794503078276193
t9t10,1038,avg5,0.179395872259079
t9t10,1039,avg1,0.834736842105258
t9t10,1039,avg1,0.192033784628677
t9t10,1039,avg2,1.05490566037736
t9t10,1039,avg2,0.417002353152782
t9t10,1039,avg3,0.865353915487702
t9t10,1039,avg3,0.203157894736847
t9t10,1039,avg4,1.01270944554204
t9t10,1039,avg4,0.397398873257316
t9t10,1039,avg5,0.716919380179291
t9t10,1039,avg5,0.112242349016725
t9t10,103,avg1,0.848040679732577
t9t10,103,avg1,0.231647002643882
t9t10,103,avg2,0.934112431773485
t9t10,103,avg2,0.271432548348145
t9t10,103,avg3,0.874325330803487
t9t10,103,avg3,0.23484609209666
t9t10,103,avg4,1.04932939931368
t9t10,103,avg4,0.412928114281669
t9t10,103,avg5,0.799042631614242
t9t10,103,avg5,0.168100998399353
t9t10,1040,avg1,0.675393258426965
t9t10,1040,avg1,0.049407960274408
t9t10,1040,avg2,0.537398004200384
t9t10,1040,avg3,0.641459670667047
t9t10,1040,avg4,1.07939520875533
t9t10,1040,avg4,0.438038311771095
t9t10,1040,avg5,0.662764267056446
t9t10,1041,avg1,0.644457257155153
t9t10,1041,avg1,0.0811400753069051
t9t10,1041,avg2,0.470860665466205
t9t10,1041,avg3,0.603051245671054
t9t10,1041,avg4,0.728874017404337
t9t10,1041,avg4,0.147138605928802
t9t10,1041,avg5,0.536222968478768
t9t10,1042,avg1,0.693914436984016
t9t10,1042,avg1,0.0344248283302022
t9t10,1042,avg2,0.784446900417521
t9t10,1042,avg2,0.141244704348793
t9t10,1042,avg3,0.754612048765807
t9t10,1042,avg3,0.121975308641993
t9t10,1042,avg4,0.707765943995412
t9t10,1042,avg4,0.0855350498586063
t9t10,1042,avg5,0.735279067961159
t9t10,1042,avg5,0.109221859495733
t9t10,1043,avg1,1.01142094832835
t9t10,1043,avg1,0.385705455402132
t9t10,1043,avg2,0.541628505357778
t9t10,1043,avg3,0.606871841036764
t9t10,1043,avg4,1.07691651281453
t9t10,1043,avg4,0.477715893177418
t9t10,1043,avg5,1.11495153406423
t9t10,1043,avg5,0.501466307740145
t9t10,1044,avg1,0.77945349353854
t9t10,1044,avg1,0.154903056052774
t9t10,1044,avg2,0.742926829268271
t9t10,1044,avg2,0.0533988203962679
t9t10,1044,avg3,0.660541112493434
t9t10,1044,avg3,0.0240797287185899
t9t10,1044,avg4,0.664742325664605
t9t10,1044,avg4,0.0448855160733501
t9t10,1044,avg5,0.537193947730373
t9t10,1045,avg1,1.05256348476684
t9t10,1045,avg1,0.435308986374991
t9t10,1045,avg2,1.11333333333337
t9t10,1045,avg2,0.469801103572081
t9t10,1045,avg3,0.991596016343209
t9t10,1045,avg3,0.382024882367034
t9t10,1045,avg4,1.07949377506174
t9t10,1045,avg4,0.417905744162766
t9t10,1045,avg5,0.951770097490936
t9t10,1045,avg5,0.322514742678976
t9t10,1046,avg1,0.687955900308822
t9t10,1046,avg1,0.067738528686732
t9t10,1046,avg2,0.714287677507997
t9t10,1046,avg2,0.1159575230256
t9t10,1046,avg3,0.814085844648275
t9t10,1046,avg3,0.196223679024115
t9t10,1046,avg4,0.590243902439028
t9t10,1046,avg5,1.09888888888889
t9t10,1046,avg5,0.477005055033601
t9t10,1046,avg5,0.435830640622044
t9t10,1047,avg1,0.835691724856815
t9t10,1047,avg1,0.227013688381788
t9t10,1047,avg2,0.558662481542882
t9t10,1047,avg3,1.10074601426732
t9t10,1047,avg3,0.495844740318205
t9t10,1047,avg4,0.581905397707061
t9t10,1047,avg5,0.594668141799445
t9t10,1048,avg1,0.951246112130178
t9t10,1048,avg1,0.329732532470871
t9t10,1048,avg2,1.03685440602263
t9t10,1048,avg2,0.41134161652019
t9t10,1048,avg3,0.529221859495777
t9t10,1048,avg4,0.92987200029134
t9t10,1048,avg4,0.302879645227733
t9t10,1048,avg5,0.987347167761158
t9t10,1048,avg5,0.352639183964328
t9t10,1049,avg1,0.639956988331733
t9t10,1049,avg2,1.09073142188413
t9t10,1049,avg2,0.442902504861706
t9t10,1049,avg3,0.591152113552312
t9t10,1049,avg4,0.543924731182784
t9t10,1049,avg5,0.702672224894457
t9t10,1049,avg5,0.0814893423871581
t9t10,104,avg1,0.540941176470568
t9t10,104,avg2,0.658144206754287
t9t10,104,avg2,0.025284980965921
t9t10,104,avg3,0.841926069069928
t9t10,104,avg3,0.209652424954243
t9t10,104,avg4,0.517647058823542
t9t10,104,avg5,0.855626353841387
t9t10,104,avg5,0.181755563475093
t9t10,1050,avg1,0.588978573190843
t9t10,1050,avg2,0.95384136840525
t9t10,1050,avg2,0.355709765333927
t9t10,1050,avg3,0.594984398831656
t9t10,1050,avg4,1.10286672591235
t9t10,1050,avg4,0.47133210939316
t9t10,1050,avg5,1.08561621732275
t9t10,1050,avg5,0.487040116039935
t9t10,1051,avg1,0.919457118595318
t9t10,1051,avg1,0.286630959307303
t9t10,1051,avg2,0.975133689839566
t9t10,1051,avg2,0.311160220994481
t9t10,1051,avg3,0.823694278594132
t9t10,1051,avg3,0.19705882352946
t9t10,1051,avg4,0.704363813734687
t9t10,1051,avg4,0.045306785255633
t9t10,1051,avg5,0.593293193851849
t9t10,1052,avg1,0.786646537997029
t9t10,1052,avg1,0.17772902399372
t9t10,1052,avg2,0.600069636831535
t9t10,1052,avg3,0.568250218722653
t9t10,1052,avg4,0.79872382240714
t9t10,1052,avg4,0.164463258158861
t9t10,1052,avg5,0.492273554019675
t9t10,1053,avg1,1.09681057769046
t9t10,1053,avg1,0.444159982250738
t9t10,1053,avg2,0.896994528724207
t9t10,1053,avg2,0.291300813008121
t9t10,1053,avg3,0.99675401960576
t9t10,1053,avg3,0.372035160098136
t9t10,1053,avg4,0.836368786085217
t9t10,1053,avg4,0.202124223411317
t9t10,1053,avg5,0.518232995809541
t9t10,1054,avg1,1.05622172008046
t9t10,1054,avg1,0.425903129642563
t9t10,1054,avg2,0.7454145369488
t9t10,1054,avg2,0.0973893445651584
t9t10,1054,avg3,0.699107139909302
t9t10,1054,avg4,0.898697464397372
t9t10,1054,avg4,0.173273643893026
t9t10,1054,avg5,0.91035407385877
t9t10,1054,avg5,0.277290751298153
t9t10,1055,avg1,0.568950193722685
t9t10,1055,avg2,1.04285714285714
t9t10,1055,avg2,0.397704245039051
t9t10,1055,avg3,1.00757394059505
t9t10,1055,avg3,0.37384327531737
t9t10,1055,avg4,0.852344805939993
t9t10,1055,avg4,0.167347163454536
t9t10,1055,avg5,0.73197998203517
t9t10,1055,avg5,0.0932653061224187
t9t10,1056,avg1,0.571655525517599
t9t10,1056,avg2,1.11645272118329
t9t10,1056,avg2,0.47973537804603
t9t10,1056,avg3,0.776440677966093
t9t10,1056,avg3,0.157221584471927
t9t10,1056,avg4,0.867996191760398
t9t10,1056,avg4,0.236885656892809
t9t10,1056,avg5,0.950847885393785
t9t10,1056,avg5,0.299849126826643
t9t10,1057,avg1,0.941021010834646
t9t10,1057,avg1,0.324034213254635
t9t10,1057,avg2,0.508533272652301
t9t10,1057,avg3,1.01296865476144
t9t10,1057,avg3,0.347018633540358
t9t10,1057,avg4,0.798933197548735
t9t10,1057,avg4,0.147344300822567
t9t10,1057,avg5,0.689823008849572
t9t10,1058,avg1,0.63893180448494
t9t10,1058,avg2,0.801660164356292
t9t10,1058,avg2,0.123152237606547
t9t10,1058,avg3,0.546419226868323
t9t10,1058,avg4,1.09094339622644
t9t10,1058,avg4,0.465686274509807
t9t10,1058,avg5,0.859214350217542
t9t10,1058,avg5,0.2267259573903
t9t10,1059,avg1,1.09319153571721
t9t10,1059,avg1,0.448695215354718
t9t10,1059,avg2,1.05623376623376
t9t10,1059,avg2,0.415020975719671
t9t10,1059,avg3,0.92607823753707
t9t10,1059,avg3,0.299069767441836
t9t10,1059,avg4,0.944511164291868
t9t10,1059,avg4,0.33842688561441
t9t10,1059,avg5,0.854515012416272
t9t10,1059,avg5,0.209469846430693
t9t10,105,avg1,0.905677681009962
t9t10,105,avg1,0.291622296847891
t9t10,105,avg2,1.10719999999998
t9t10,105,avg2,0.457717574396412
t9t10,105,avg3,0.740588235294126
t9t10,105,avg3,0.136027514858029
t9t10,105,avg4,0.643640872835647
t9t10,105,avg5,0.720229331718343
t9t10,105,avg5,0.0813440522819064
t9t10,1060,avg1,0.876542056074783
t9t10,1060,avg1,0.207284258992814
t9t10,1060,avg2,0.150365342521383
t9t10,1060,avg3,0.868790697674456
t9t10,1060,avg3,0.246540161261692
t9t10,1060,avg4,0.991010241409612
t9t10,1060,avg4,0.381497854469103
t9t10,1060,avg5,0.447121688248359
t9t10,1061,avg1,0.579320388349515
t9t10,1061,avg2,0.970715942811466
t9t10,1061,avg2,0.369985805535833
t9t10,1061,avg3,0.735830640622055
t9t10,1061,avg3,0.0518588788918066
t9t10,1061,avg4,0.528638935683119
t9t10,1061,avg5,0.961202604029239
t9t10,1061,avg5,0.311455255445111
t9t10,1062,avg1,0.722822506668194
t9t10,1062,avg1,0.0490868817723253
t9t10,1062,avg2,0.536644801959426
t9t10,1062,avg3,0.83167207981478
t9t10,1062,avg3,0.174596900896489
t9t10,1062,avg4,0.694400000000002
t9t10,1062,avg4,0.0713389175119516
t9t10,1062,avg5,1.02049689276393
t9t10,1062,avg5,0.34854874756914
t9t10,1063,avg1,0.596502082888264
t9t10,1063,avg2,0.545659258595435
t9t10,1063,avg3,0.95570976533395
t9t10,1063,avg3,0.348682321561625
t9t10,1063,avg4,0.705039306591431
t9t10,1063,avg4,0.0761005368472354
t9t10,1063,avg5,1.09326530612242
t9t10,1063,avg5,0.481650384917259
t9t10,1064,avg1,0.787716321450574
t9t10,1064,avg1,0.112170758928585
t9t10,1064,avg2,0.890880902043705
t9t10,1064,avg2,0.240818933748244
t9t10,1064,avg3,0.949729729729739
t9t10,1064,avg3,0.305185599644346
t9t10,1064,avg4,0.9974586393555
t9t10,1064,avg4,0.351728608470182
t9t10,1064,avg5,0.946758171603705
t9t10,1064,avg5,0.232522697389015
t9t10,1065,avg1,0.588149462950099
t9t10,1065,avg2,0.57894884960993
t9t10,1065,avg3,1.01227009588806
t9t10,1065,avg3,0.366515232323223
t9t10,1065,avg4,0.758870438377073
t9t10,1065,avg4,0.16864077669905
t9t10,1065,avg5,0.675879737455006
t9t10,1066,avg1,0.546825771714566
t9t10,1066,avg2,0.902676650049102
t9t10,1066,avg2,0.277559055118104
t9t10,1066,avg3,0.502685910040924
t9t10,1066,avg4,0.824951429441228
t9t10,1066,avg4,0.521369751056227
t9t10,1066,avg5,0.972933281320479
t9t10,1066,avg5,0.357463286896433
t9t10,1067,avg1,0.631589726277866
t9t10,1067,avg2,0.888818106606777
t9t10,1067,avg2,0.268808518750518
t9t10,1067,avg3,0.813031921998117
t9t10,1067,avg3,0.168167076658762
t9t10,1067,avg4,0.689258088859987
t9t10,1067,avg4,0.0296061955577898
t9t10,1067,avg5,0.825617925817255
t9t10,1067,avg5,0.198951055627845
t9t10,1068,avg1,0.748474377164484
t9t10,1068,avg1,0.140034602076099
t9t10,1068,avg2,1.02012531512844
t9t10,1068,avg2,0.368725189124405
t9t10,1068,avg3,0.669398689872679
t9t10,1068,avg4,0.540785542992438
t9t10,1068,avg5,0.637309403000188
t9t10,1068,avg5,0.0447063618942707
t9t10,1069,avg1,0.971052631578942
t9t10,1069,avg1,0.323442759709877
t9t10,1069,avg2,0.913042090280612
t9t10,1069,avg2,0.287296712802771
t9t10,1069,avg3,1.02267665004908
t9t10,1069,avg3,0.413127831137359
t9t10,1069,avg4,0.852650602409653
t9t10,1069,avg4,0.208015053093334
t9t10,1069,avg5,0.747446396194107
t9t10,1069,avg5,0.128847861029612
t9t10,106,avg1,0.941004712099726
t9t10,106,avg1,0.31676767309105
t9t10,106,avg2,0.6624706354784
t9t10,106,avg2,0.0326108705704087
t9t10,106,avg3,0.708373218195447
t9t10,106,avg3,0.0649311802993111
t9t10,106,avg4,0.752043088741573
t9t10,106,avg4,0.102492708826702
t9t10,106,avg5,1.03717237097604
t9t10,106,avg5,0.393325428315165
t9t10,1070,avg1,1.05666666666667
t9t10,1070,avg1,0.449045626147779
t9t10,1070,avg2,0.4910256363504
t9t10,1070,avg3,0.732652355446874
t9t10,1070,avg3,0.0990386549974005
t9t10,1070,avg4,0.925597693750177
t9t10,1070,avg4,0.309694015314705
t9t10,1070,avg5,1.09438240063642
t9t10,1070,avg5,0.462740998838541
t9t10,1071,avg1,0.654158415841607
t9t10,1071,avg2,0.645348837209326
t9t10,1071,avg2,0.0381552510561676
t9t10,1071,avg3,1.01280492718587
t9t10,1071,avg3,0.409921285237743
t9t10,1071,avg4,0.728240286761974
t9t10,1071,avg4,0.140196238500408
t9t10,1071,avg5,0.665934925507742
t9t10,1071,avg5,0.0213138748483743
t9t10,1072,avg1,0.556079251945363
t9t10,1072,avg2,0.64420067568642
t9t10,1072,avg3,0.853507907787161
t9t10,1072,avg3,0.236688248248925
t9t10,1072,avg4,0.651493971147062
t9t10,1072,avg4,0.066609249966092
t9t10,1072,avg5,0.885035537278952
t9t10,1072,avg5,0.29128773050374
t9t10,1073,avg1,0.523478260869581
t9t10,1073,avg2,1.01179732200791
